236.2439579578281 56.07614660806829 41.04209 -41.04209
288.14268282549324 60.54153225702163 61.87767 -61.87767
298.60852479139425 75.99342040541522 83.74341 -83.74341
340.8098307733709 74.4936377736404 84.85981 -84.85981
340.8229319931781 84.14645983367531 96.08283 -96.08283
361.2168897083468 111.52399230792169 106.55578 -106.55578
362.73448039626265 139.6968795167134 123.88215 -123.88215
484.46375856811824 134.33845551406074 129.79006 -129.79006
625.7158312682571 131.85094150220573 145.92132 -145.92132
630.4413942946821 163.35580601743936 160.47372 -160.47372
649.2154047348778 160.4515201880883 160.86796 -160.86796
635.0558600974649 193.20141652193766 165.34463 -165.34463
650.5173905541099 190.08184299060372 170.08886 -170.08886
973.6367215798994 166.37658144051557 179.11516 -179.11516
982.4149984340643 183.90781904916986 209.443720 -209.443720
1166.1589036449136 220.8613803615648 265.26924 -265.26924
1157.0553013390731 291.8038203450912 322.84859 -322.84859
1379.7665930484807 356.89563730599656 370.60942 -370.60942
1406.5329794249483 344.06632001400425 379.75866 -379.75866
1409.5766497747927 349.1852273713908 382.79919 -382.79919
1411.428182272727 348.6187019007081 423.05508 -423.05508
1411.928182272727 446.91609209232075 443.17226 -443.17226
1413.4636419788462 434.60306063175585 390.53081 -390.53081
1413.498369765277 413.90398204486655 426.89666 -426.89666
1413.498369765277 395.20833975268897 463.77136 -463.77136
1417.498369765277 446.91609209232075 469.77136 -469.77136
1417.998369765277 399.20833975268897 469.77136 -469.77136
1419.198369765277 395.20833975268897 469.77136 -469.77136
1420.2515492271706 429.20833975268897 469.77136 -469.77136
1421.2515492271706 450.20833975268897 469.77136 -469.77136
1421.4515492271706 472.20833975268897 469.77136 -469.77136
1423.2515492271706 459.20833975268897 469.77136 -469.77136
1423.99515492271706 445.90833975268897 469.77136 -469.77136
1425.19515492271706 490.91609209232075 469.77136 -469.77136
1425.99995492271706 502.91609209232075 469.77136 -469.77136
1426.99995492271706 482.91609209232075 469.77136 -469.77136
1426.99995492271706 513.91609209232075 469.77136 -469.77136
1427.59995492271706 550.91609209232075 469.77136 -469.77136
1428.59995492271706 525.91609209232075 469.77136 -469.77136
1428.89995492271706 606.91609209232075 469.77136 -469.77136
